Q,A,label
서로 좋아하는 것 같은건 내 착각일까?,착각이 아닐지도 몰라요.,2
서로 좋아하는 것 같은데 내가 자존심 때문에 자꾸 관심 없는 척하게 돼.,사랑 앞에 자존심은 소용이 없습니다.,2
서로 좋아하는 사람 만나기가 정말 힘든거였네.,쉽지 않은 일이죠.,2
서로 좋아하는 줄 알았는데 짝사랑이었습니다.,안타깝게 생각합니다.,2
서로에게 맞추려고하는데 잘 안돼,서로 다른 환경에서 살아왔기 때문이겠죠.,2
서운한거를 다말해? 아니면 어디까지 말해?,스스로 깨달을 수 있게 해주십시오.,2
선 결혼 후 연애 해도 될까?,무엇이 먼저든 마음만 있으면 됩니다.,2
선물은 뭐가 좋음?,상대방에게 필요한 실용적인 선물이 좋을 거 같습니다.,2
선배가 나만 챙겨줌. 썸인 부분?,호감이 있을 수도 있습니다. 그렇지만 조금 더 상황을 지켜보십시오.,2
설레고 싶은데 아직 좋아하는 사람이 없어.,사랑은 찾아나서는 노력이 필요합니다.,2
설렘이 사라진 거 같아,편한 사랑도 사랑입니다.,2
성숙한 사람을 만나고 싶어.,좋은 생각입니다.,2
성숙한 사랑은 뭘까?,사랑하니까 당신이 필요한 겁니다.,2
세상에서 제일 쓸데없는 게 짝사랑 같아.,감정소모가 심하긴 합니다.,2
세상에서 제일 힘든 게 짝사랑인 듯.,사람을 지치게 만들어서 그런가봅니다.,2
세상이 감미로워보여,사랑에 빠졌나봅니다.,2
세상이 아름다워 보여,사랑에 빠졌나봅니다.,2
섹스리스 부부 어때?,서로가 동의한다면 상관 없습니다.,2
섹스리스 커플이야,서로가 동의한다면 상관 없습니다.,2
소개받고 맨날 톡하면 썸이지?,아무래도 그렇죠.,2
소개팅 나온 여자애가 너무 좋은데 나만 좋아하는거같아. 어떻게 날 좋아하게하지?,매력을 마음껏 어필해보십시오.,2
소개팅 성공률 높이는 법,자신을 사랑하고 자신에 대해 잘 아는 것.,2
소개팅 성공하고 싶어,좋은 사람 만나길 바랍니다.,2
소개팅 안 해봤는데,나중에 안 들어와서 못하는 것보다 지금 해보시는 것도 좋을 겁니다.,2
소개팅 앱에서 만난 사람 좋아하게 되었는데 괜찮은 사람일까요.,좀 더 알아볼 시간이 필요하겠습니다.,2
소개팅 어색할까봐 안해봤는데,해보는 것도 나쁘지 않을 겁니다.,2
소개팅 어플로 알게 된 사람 괜찮을까?,천천히 알아가보는 게 좋을 거 같습니다.,2
소개팅 어플로 알게 된 사람이랑 썸 타도 괜찮을까?,썸 정도는 괜찮습니다.,2
소개팅하고 애프터 바로 와?,사람마다 다른 것 같습니다. 생각할 시간이 필요할 수도 있겠죠?,2
소개팅하고 애프터까지 왔는데 너무 어색해.,시간이 필요한 것 같습니다.,2
소개팅하고 애프터까지 왔는데 설렘이 없어.,조금 더 만나보고 결정하는 건 어떨까요?,2
소심남 좋아하는 여자도 있나요?,사람마다 다를 겁니다.,2
소심한 남자 좋아하는 여자도 있을까요?,사람에 따라 다르지 않을까요.,2
소심한 남자와의 연애,직설적으로 통보하는 말보다는 조금 더 부드럽게 권유하고 물어보는 말을 해보십시오.,2
손 잡고 싶어,용기내서 잡아보십시오.,2
수수한 여자가 좋아,수수한데 예쁜 여자라고 말해야죠.,2
순수한 사람 만나고싶다,순수하고 불순한 게 나눠있지 않을 겁니다.,2
술 마셨는데 썸 타는 여자한테 전화해도 되는 부분?,술 마시고 전화하는 건 좀 그래요.,2
술 마셨는데 썸남한테 데리러 오라고 할까?,혹시 모르니 오라고 해보십시오.,2
술 먹고 짝남한테 카톡하는 거 좀 별로지.,취하지 않았을 때 연락하는게 좋긴 할 겁니다.,2
술 먹고 짝남한테 전화하는 거 싫어하나.,술 먹고 전화하는건 실례일 수 있습니다.,2
술 먹는데 챙겨주는 짝남 무슨 의미일까요.,확실하진 않지만 당신을 친근하게 생각하나봅니다.,2
술 먹을 때 옆에서 챙겨줬는데 썸임?,친절한 거랑 구별해볼 필요가 있습니다.,2
술 좋아하는 사람 싫은데 그 사람은 좋아.,술보다 사람이 먼저니까요.,2
술자리에서 그만 마시라고 해주는 짝남 무슨 뜻일까요?,걱정을 하고 있을지도 몰라요.,2
술집에서 헌팅했어,축하합니다.,2
쉬는 날이라고 했는데 만나자는 말이 없어.,먼저 연락을 해보는 건 어떨까요?,2
쉬는날인데 왜 만나자고 안하지,직접 만나자고 연락해보십시오.,2
스드메 계약했어,결혼준비 첫 발을 디뎠습니다.,2
스몰웨딩 결심했어,부모님을 잘 설득해보십시오.,2
스킨십 속도가 쫌 빨라,원치 않으면 싫다고 말하십시오.,2
스킨십 언제부터 할까?,두 사람이 준비가 되었을 때요.,2
스킨십 좋아하는 남자친구 어떡해?,서로 속도를 맞춰보십시오.,2
스킨십 좋아하는 여자친구 어떡해?,서로 속도를 맞춰보십시오.,2
스킨십 좋아하는 연인,대화를 하면서 속도를 맞춰보십시오.,2
스킨십 해볼까?,서로의 마음이 중요하겠죠.,2
스킨십만 하는 거 같아,좀 더 대화가 필요해보입니다.,2
스킨십은 언제 시작해?,언제라는 건 정해져있지 않아요.,2
스터디 하는데 괜찮은 사람 있어.,하라는 공부는 안하고!,2
스터디 하다 만났어,공부는 안하고!,2
스튜디오 촬영은 하지 말까?,결혼 준비는 선택의 연속입니다.,2
스튜디오 촬영하는 날이야!,예쁘게 찍고 오십시오.,2
승부욕 있는 남자가 좋아,뭐든 열심히 하는 사람은 매력적이지요.,2
시어머니가 같이 목욕탕 가재,부담스럽겠습니다.,2
시어머니가 자꾸 카톡해,남편이랑 이야기해보십시오.,2
시험 앞두고 짝남이 생겨버렸어.,마인드 컨트롤을 하는게 중요하겠습니다.,2
시험 앞두고 짝사랑하는 여자가 생겼어요.,신경 쓰이는 일이 생겼다니 조심하십시오.,2
식상한 말이라도 사랑한다고 했으면 좋겠다,전혀 식상하지 않아요.,2
신혼 길게 즐기고 싶어,마음 먹은 대로 할 수 있을 겁니다.,2
신혼 진짜 행복해,깨가 쏟아지고 있군요.,2
신혼같지가 않아,약간의 변화를 줘보십시오.,2
신혼생활이 영원했으면,깨 볶는 소리가 들리습니다.,2
신혼여행 어디로 갈까?,못 가본 곳으로 가보십시오.,2
신혼인데 남편이랑 자주 부딪혀,아예 다른 삶을 살다가 하루 아침에 같이 살게 된 거니까요.,2
신혼인데 엄청 싸워,서로에게 맞추는 과정입니다.,2
싫어졌다가 좋아지는 경우도 있나요?,사람 마음은 알다가도 모르니까 그럴 수 있습니다.,2
싫어하는 눈치가 아닌 거 같은데,좀 더 호감을 표현해보십시오.,2
싫은 건 아닌데,딱히 좋지도 않나봅니다.,2
심남이 내가 좋아하는 거 눈치 챘을까?,그건 직접 물어보기 전까지는 알기 힘들어요.,2
심쿵하게 하는 방법,평소 흘려 이야기했던 걸 기억해주고 생각하고 있다는 걸 알려주십시오.,2
싸우고 시간을 갖자하면 보통 며칠 만에 연락해?,짧으면 짧을 수록 좋겠죠.,2
싸우다보니까 사랑했던걸 까먹어,사랑하게 된 이유를 써놓고 사랑이 힘겨울때 꺼내 읽어보십시오.,2
싸우면 어떻게 해결해?,제대로 사과해야죠.,2
싸운다의 기준이 뭘까?,감정이 상하면 싸우는 거죠.,2
싸울 때 내가 아는 사람이 맞나 싶어,본 모습일지도 몰라요.,2
싸울 때 이겨낼 수 있는 방법이 있을까?,사랑하게 된 이유를 써놓고 사랑이 힘겨울때 꺼내 읽어보십시오.,2
쌈은 뭐야,썸 타다가 발전되지 못한 관계죠.,2
쌩얼인데 짝남 만났어.,당황 했겠습니다.,2
썸 고백해도 될까,당당하게 다가가십시오.,2
썸 기준이 뭐야,고백 전 단계입니다.,2
썸 깨지고,당당하게 지내십시오.,2
썸 깬 거 후회해.,감정에 확신이 있다면 연락해보십시오.,2
썸 깰 때 어떻게 해?,고백이 답이죠.,2
썸 끝나고 잡아도 될까,사랑은 언제든 다시 시작해도 됩니다.,2
썸 끝난 건가,섣부르게 판단하지 말고 연락해보십시오.,2
썸 끝난거지?,안 사귀면 끝이죠.,2
썸 끝내고 싶어,호감을 표시해보십시오.,2
썸 끝내고 싶지 않아.,간절한 마음이 그 분에게도 전해질 겁니다.,2
썸 끝내는게 맞을까?,혹시 마음이 정리 됐나요? 그런게 아니라면 아직 끝내긴 아까워요. 용기를 내봅니다.,2
썸 끝내야 할까?,혹시 마음이 정리 됐나요? 그런게 아니라면 아직 끝내긴 아까워요. 용기를 내봅니다.,2
썸 끝냈는데 너무 힘들어.,좋아하는 마음이 생각보다 컸나봅니다.,2
썸 너무 들이댔나,의사는 표현하되 상대에게 부담되지 않는 선이 좋아요.,2
썸 두달 넘었는데,너무 길지 않나요.,2
썸 맞는거임?,말해보십시오. 생각해 볼게요.,2
썸 맞는지 궁금,계속 연락하고 만나자고 해야 썸인 듯합니다.,2
썸 사이에서 원래 질투유발하고 그래?,하기도 하죠.,2
썸 시작인 거 같은데 사귀고 싶어,좋아하는 감정을 확인해보십시오.,2
썸 어떻게 타?,일단 연락처를 주고 받고 부담스럽지 않는 선에서 친해지는게 좋아요.,2
썸 여러명이랑 타는 것도 바람 피는 거야?,바람 피우는 건 아닌데 이미지가 안 좋아질 거 같습니다.,2
썸 오래타는 건 재보는 거 아냐?,끄는 건 별로겠죠.,2
썸 오래타면 오래 못 사겨?,썸 기간이랑 사귀는 기간은 케이스 바이 케이스입니다.,2
썸 왜 끝났지,관계에 진전이 없거나 밀당인듯합니다.,2
썸 정리 어떤 식으로 해야 할까,연락을 줄이고 안하는 거겠죠.,2
썸 정리하고 싶으면,좋으면 좋아한다고 말해보십시오.,2
썸 중에 고백 언제가 적절해?,사람 마다 다르지 않을까요? 본인의 선택을 믿으십시오.,2
썸 중에는 선톡이 중요?,먼저 연락해보십시오.,2
썸 지났는데 고백 안하면?,고백 안 하고 사귀기도 하니 직접적으로 물어보는 것이 좋을 듯합니다.,2
썸 타고 싶다. 연애 말고.,사귀기 전에 두근거림을 좋아하나 봅니다.,2
썸 타고 싶어,먼저 다가가 보십시오.,2
썸 타고 있는데 연락 끊겼어. 먼저 해도 돼?,미련이 남으면 해봐도 됩니다.,2
썸 타고 있는데 주변에 말해?,굳이 말할 필요는 없는 거 같습니다.,2
썸 타고 있는데 카톡 차단 당함,강제 정리 당한 거 같습니다.,2
썸 타기 좋은 알바 뭐있음?,함께 돕는 알바를 찾아보십시오.,2
썸 타기 좋은 알바 추천 좀.,영화관이나 커피숍 추천합니다.,2
썸 타긴 하는데 어색한 사이야. 톡 어떻게 계속 이어가?,아직 어색해서 그런거지 친해지면 자연스러워질겁니다.,2
썸 타는 거 때문에 친구들이 놀려,당당하게 나가십시오.,2
썸 타는 거 시간 아까워.,얼른 고백해야죠.,2
썸 타는 거 좋아해?,썸 탈 사람 없어서 못 타요.,2
썸 타는 거 티내고 싶진 않아.,누구에게요?,2
썸 타는 것 같은데 조언해줘.,어떤 조언이 필요한가요? 생각해 볼게요.,2
썸 타는 것도 귀찮아.,그냥 사귀십시오.,2
썸 타는 계절이 왔나 봄.,썸 타기 좋은 계절입니다.,2
썸 타는 기간,정해져 있지는 않지만 발전된 관계가 좋겠죠.,2
썸 타는 기간,한달 안쪽? 너무 길면 힘드니까요.,2
썸 타는 남자애가 연락 오는 꿈 뭘까,은연 중에 연락을 기다리고 있었나봅니다.,2
썸 타는 노래 듣는 중인데 좋아.,썸 탈 때 듣기 딱이죠.,2
썸 타는 법 좀,일단 연락처를 주고 받고 부담스럽지 않는 선에서 친해지는게 좋아요.,2
썸 타는 사람 만나기로 했는데 뭐 입어?,어느 것이든 자신이 좋아하고 어울리는 옷이 좋아요.,2
썸 타는 사람 보고싶어.,연락해보십시오.,2
썸 타는 사람 생선 준비 오바임?,서로에게 부담 없는 작은 선물이 좋아요.,2
썸 타는 사람 생일이야. 선물 사야 해?,서로에게 부담 없는 작은 선물이 좋아요.,2
썸 타는 사람 선물 뭐 사야 해?,그 분이 평소 좋아한다고 했던 것을 잘 생각해 보십시오.,2
썸 타는 사람 선물로 향수 어때?,원하는 향 알면 좋을 거 같습니다.,2
썸 타는 사람 이름 뭐라고 저장할까?,저는 '설레'라고 저장할래요.,2
썸 타는 사람 있는데 망설여지는데,어떤 부분이 망설여지는지 말씀해보십시오.,2
썸 타는 사람 있는데 불안해.,사귀기 전에는 다 불안합니다.,2
썸 타는 사람이 나오는 야한 꿈 꿨어.,어머 벌써 그런 생각을 하셨군요.,2
썸 타는 사람이 내 프사 보고 귀엽대.,칭찬은 언제든 듣기 좋죠.,2
썸 타는 사람이 셀카 보내는 건 뭐야?,봐달라는 거겠죠.,2
썸 타는 사람이랑 밥 먹기로 함,즐거운 데이트 하길 바랄게요.,2
썸 타는 사람한테 영통 걸까?,영통 걸어도 되는지 물어보고 걸어보십시오.,2
썸 타는 사람한테 영화 보자고 할까?,당장 연락해보십시오.,2
썸 타는 사이가 이렇게 편해도 되나?,너무 편한 거 같다고 말해보십시오.,2
썸 타는 사이에 배낭여행 가능?,사귀고 가는 게 좋을 거 같습니다.,2
썸 타는 사이에 얼마나 간섭 가능?,사귀고 나서 간섭 가능합니다.,2
썸 타는 사이인데 너무 간섭이 심해.,사귀면 더 하겠습니다.,2
썸 타는 사이인데 일부러 늦게 답장 해도 돼?,밀당을 하고 싶으시군요.,2
썸 타는 사이인데 카톡하다가 마무리 어떻게 해?,"잘자요', '내일도 보고싶어요' 라고 하는 건 어떨까요?",2
썸 타는 시간,사람마다 다르겠지요.,2
썸 타는 애한테 사귀자고 해도 됨?,말해보십시오.,2
썸 타는 여자 만나기로 했는데 편하게 입어도 됨?,편한 옷차림도 괜찮지만 어느 정도 격식은 차리는 게 좋아요.,2
썸 타는 여자가 남사친 만나러 간다는데 뭐라 해?,우리가 아직 사귀는 사이가 아닌데 별로 기분은 안 좋은 거 같다고 말해봅니다.,2
